low.token	low.lemma	pos	freq	ent	frei	los	un	typ	basis
unkonzentriert	unkonzentriert	ADJD	56152	FALSE	FALSE	FALSE	TRUE	un-	konzentriert
entspannter	entspannter	ADJA	55835	TRUE	FALSE	FALSE	FALSE	ent-	spannter
unglaublicher	unglaublich	ADJA	55758	FALSE	FALSE	FALSE	TRUE	un-	glaublich
ungeschlagene	ungeschlagen	ADJA	55632	FALSE	FALSE	FALSE	TRUE	un-	geschlagen
unüblich	unüblich	ADJD	55354	FALSE	FALSE	FALSE	TRUE	un-	üblich
ungleichen	ungleich	ADJA	55150	FALSE	FALSE	FALSE	TRUE	un-	gleich
unangetastet	unangetastet	ADJD	55125	FALSE	FALSE	FALSE	TRUE	un-	angetastet
achtlos	achtlos	ADJD	54973	FALSE	FALSE	TRUE	FALSE	-los	acht
unbeliebt	unbeliebt	ADJD	54908	FALSE	FALSE	FALSE	TRUE	un-	beliebt
unberechtigt	unberechtigt	ADJD	54883	FALSE	FALSE	FALSE	TRUE	un-	berechtigt
lückenlos	lückenlos	ADJD	54807	FALSE	FALSE	TRUE	FALSE	-los	lücken
gefahrlos	gefahrlos	ADJD	54195	FALSE	FALSE	TRUE	FALSE	-los	gefahr
tadellos	tadellos	ADJD	54122	FALSE	FALSE	TRUE	FALSE	-los	tadel
unsterblich	unsterblich	ADJD	54072	FALSE	FALSE	FALSE	TRUE	un-	sterblich
ungenau	ungenau	ADJD	53990	FALSE	FALSE	FALSE	TRUE	un-	genau
unbezahlbar	unbezahlbar	ADJD	53871	FALSE	FALSE	FALSE	TRUE	un-	bezahlbar
uneingeschränkte	uneingeschränkt	ADJA	53859	FALSE	FALSE	FALSE	TRUE	un-	eingeschränkt
unerwünschten	unerwünscht	ADJA	53244	FALSE	FALSE	FALSE	TRUE	un-	erwünscht
unvergesslich	unvergesslich	ADJD	53222	FALSE	FALSE	FALSE	TRUE	un-	vergesslich
unglaubliches	unglaublich	ADJA	52735	FALSE	FALSE	FALSE	TRUE	un-	glaublich
unbrauchbar	unbrauchbar	ADJD	52625	FALSE	FALSE	FALSE	TRUE	un-	brauchbar
unabhängiges	unabhängig	ADJA	52379	FALSE	FALSE	FALSE	TRUE	un-	abhängig
alkoholfreie	alkoholfrei	ADJA	51663	FALSE	TRUE	FALSE	FALSE	-frei	alkohol
unsichtbaren	unsichtbar	ADJA	51533	FALSE	FALSE	FALSE	TRUE	un-	sichtbar
unrecht	unrecht	ADJD	51347	FALSE	FALSE	FALSE	TRUE	un-	recht
entführten	entführt	ADJA	51177	TRUE	FALSE	FALSE	FALSE	ent-	führt
unkonventionellen	unkonventionell	ADJA	51092	FALSE	FALSE	FALSE	TRUE	un-	konventionell
verantwortungslos	verantwortungslos	ADJD	50579	FALSE	FALSE	TRUE	FALSE	-los	verantwortungs
unübersichtlichen	unübersichtlich	ADJA	50202	FALSE	FALSE	FALSE	TRUE	un-	übersichtlich
unvollständig	unvollständig	ADJD	50162	FALSE	FALSE	FALSE	TRUE	un-	vollständig
unbestimmten	unbestimmt	ADJA	49977	FALSE	FALSE	FALSE	TRUE	un-	bestimmt
unerbittlich	unerbittlich	ADJD	49825	FALSE	FALSE	FALSE	TRUE	un-	erbittlich
wortlos	wortlos	ADJD	49407	FALSE	FALSE	TRUE	FALSE	-los	wort
beispiellose	beispiellos	ADJA	49019	FALSE	FALSE	TRUE	FALSE	-los	beispiel
bedingungslos	bedingungslos	ADJD	48994	FALSE	FALSE	TRUE	FALSE	-los	bedingungs
unscheinbar	unscheinbar	ADJD	48896	FALSE	FALSE	FALSE	TRUE	un-	scheinbar
hemmungslos	hemmungslos	ADJD	48877	FALSE	FALSE	TRUE	FALSE	-los	hemmungs
unseriös	unseriös	ADJD	48666	FALSE	FALSE	FALSE	TRUE	un-	seriös
fristlose	fristlos	ADJA	48489	FALSE	FALSE	TRUE	FALSE	-los	frist
schmerzfrei	schmerzfrei	ADJD	48473	FALSE	TRUE	FALSE	FALSE	-frei	schmerz
unbefristet	unbefristet	ADJD	48237	FALSE	FALSE	FALSE	TRUE	un-	befristet
unzulässige	unzulässig	ADJA	48119	FALSE	FALSE	FALSE	TRUE	un-	zulässig
unschöne	unschön	ADJA	47911	FALSE	FALSE	FALSE	TRUE	un-	schön
unvermindert	unvermindert	ADJD	47858	FALSE	FALSE	FALSE	TRUE	un-	vermindert
unscheinbaren	unscheinbar	ADJA	47854	FALSE	FALSE	FALSE	TRUE	un-	scheinbar
unablässig	unablässig	ADJD	47811	FALSE	FALSE	FALSE	TRUE	un-	ablässig
spielfreien	spielfrei	ADJA	47789	FALSE	TRUE	FALSE	FALSE	-frei	spiel
klanglos	klanglos	ADJD	47779	FALSE	FALSE	TRUE	FALSE	-los	klang
schlaflose	schlaflos	ADJA	47525	FALSE	FALSE	TRUE	FALSE	-los	schlaf
sinnlose	sinnlos	ADJA	47493	FALSE	FALSE	TRUE	FALSE	-los	sinn
unschuldige	unschuldig	ADJA	47455	FALSE	FALSE	FALSE	TRUE	un-	schuldig
ungeschoren	ungeschoren	ADJD	47445	FALSE	FALSE	FALSE	TRUE	un-	geschoren
unverzichtbare	unverzichtbar	ADJA	47043	FALSE	FALSE	FALSE	TRUE	un-	verzichtbar
unvorbereitet	unvorbereitet	ADJD	47043	FALSE	FALSE	FALSE	TRUE	un-	vorbereitet
unbefristete	unbefristet	ADJA	46960	FALSE	FALSE	FALSE	TRUE	un-	befristet
ungeklärte	ungeklärt	ADJA	46897	FALSE	FALSE	FALSE	TRUE	un-	geklärt
straffrei	straffrei	ADJD	46861	FALSE	TRUE	FALSE	FALSE	-frei	straf
unantastbar	unantastbar	ADJD	46739	FALSE	FALSE	FALSE	TRUE	un-	antastbar
unruhigen	unruhig	ADJA	46648	FALSE	FALSE	FALSE	TRUE	un-	ruhig
unbequemen	unbequem	ADJA	46529	FALSE	FALSE	FALSE	TRUE	un-	bequem
lautlos	lautlos	ADJD	46320	FALSE	FALSE	TRUE	FALSE	-los	laut
nutzlos	nutzlos	ADJD	46112	FALSE	FALSE	TRUE	FALSE	-los	nutz
respektlos	respektlos	ADJD	45961	FALSE	FALSE	TRUE	FALSE	-los	respekt
lückenlose	lückenlos	ADJA	45842	FALSE	FALSE	TRUE	FALSE	-los	lücken
ungeschickt	ungeschickt	ADJD	45633	FALSE	FALSE	FALSE	TRUE	un-	geschickt
unerlaubte	unerlaubt	ADJA	45561	FALSE	FALSE	FALSE	TRUE	un-	erlaubt
unklaren	unklar	ADJA	45211	FALSE	FALSE	FALSE	TRUE	un-	klar
schamlos	schamlos	ADJD	45048	FALSE	FALSE	TRUE	FALSE	-los	scham
enttäuschten	enttäuscht	ADJA	44912	TRUE	FALSE	FALSE	FALSE	ent-	täuscht
ungünstige	ungünstig	ADJA	44752	FALSE	FALSE	FALSE	TRUE	un-	günstig
unvereinbar	unvereinbar	ADJD	44699	FALSE	FALSE	FALSE	TRUE	un-	vereinbar
fraglos	fraglos	ADJD	44577	FALSE	FALSE	TRUE	FALSE	-los	frag
unentbehrlich	unentbehrlich	ADJD	44474	FALSE	FALSE	FALSE	TRUE	un-	entbehrlich
ungeheuren	ungeheuer	ADJA	44420	FALSE	FALSE	FALSE	TRUE	un-	geheuer
unbekümmert	unbekümmert	ADJD	44352	FALSE	FALSE	FALSE	TRUE	un-	bekümmert
unverblümt	unverblümt	ADJD	44352	FALSE	FALSE	FALSE	TRUE	un-	verblümt
unbedrängt	unbedrängt	ADJD	44343	FALSE	FALSE	FALSE	TRUE	un-	bedrängt
unwürdig	unwürdig	ADJD	44192	FALSE	FALSE	FALSE	TRUE	un-	würdig
ungerührt	ungerührt	ADJD	44094	FALSE	FALSE	FALSE	TRUE	un-	gerührt
unbeachtet	unbeachtet	ADJD	43980	FALSE	FALSE	FALSE	TRUE	un-	beachtet
autofreien	autofrei	ADJA	43805	FALSE	TRUE	FALSE	FALSE	-frei	auto
unbedingte	unbedingt	ADJA	43718	FALSE	FALSE	FALSE	TRUE	un-	bedingt
reibungslose	reibungslos	ADJA	43629	FALSE	FALSE	TRUE	FALSE	-los	reibungs
unabhängiger	unabhängig	ADJD	43592	FALSE	FALSE	FALSE	TRUE	un-	abhängig
regungslos	regungslos	ADJD	43578	FALSE	FALSE	TRUE	FALSE	-los	regungs
alternativlos	alternativlos	ADJD	43473	FALSE	FALSE	TRUE	FALSE	-los	alternativ
unwohl	unwohl	ADJD	43417	FALSE	FALSE	FALSE	TRUE	un-	wohl
unverwechselbar	unverwechselbar	ADJD	43390	FALSE	FALSE	FALSE	TRUE	un-	verwechselbar
makellos	makellos	ADJD	43292	FALSE	FALSE	TRUE	FALSE	-los	makel
unaufhörlich	unaufhörlich	ADJD	43248	FALSE	FALSE	FALSE	TRUE	un-	aufhörlich
haltlos	haltlos	ADJD	43145	FALSE	FALSE	TRUE	FALSE	-los	halt
unheilbar	unheilbar	ADJD	42843	FALSE	FALSE	FALSE	TRUE	un-	heilbar
unklare	unklar	ADJA	42819	FALSE	FALSE	FALSE	TRUE	un-	klar
unbewohnbar	unbewohnbar	ADJD	42801	FALSE	FALSE	FALSE	TRUE	un-	bewohnbar
unvermeidbar	unvermeidbar	ADJD	42765	FALSE	FALSE	FALSE	TRUE	un-	vermeidbar
ungesund	ungesund	ADJD	42748	FALSE	FALSE	FALSE	TRUE	un-	gesund
unermüdliche	unermüdlich	ADJA	42588	FALSE	FALSE	FALSE	TRUE	un-	ermüdlich
unkomplizierte	unkompliziert	ADJA	42269	FALSE	FALSE	FALSE	TRUE	un-	kompliziert
ungewohnter	ungewohnt	ADJA	42220	FALSE	FALSE	FALSE	TRUE	un-	gewohnt
sorglos	sorglos	ADJD	42123	FALSE	FALSE	TRUE	FALSE	-los	sorg
unentdeckt	unentdeckt	ADJD	41878	FALSE	FALSE	FALSE	TRUE	un-	entdeckt
unbegrenzten	unbegrenzt	ADJA	41812	FALSE	FALSE	FALSE	TRUE	un-	begrenzt
ahnungslos	ahnungslos	ADJD	41672	FALSE	FALSE	TRUE	FALSE	-los	ahnungs
ungewisse	ungewiss	ADJA	41580	FALSE	FALSE	FALSE	TRUE	un-	gewiss
unüberhörbar	unüberhörbar	ADJD	41235	FALSE	FALSE	FALSE	TRUE	un-	überhörbar
unverdrossen	unverdrossen	ADJD	41161	FALSE	FALSE	FALSE	TRUE	un-	verdrossen
unverwechselbare	unverwechselbar	ADJA	41147	FALSE	FALSE	FALSE	TRUE	un-	verwechselbar
unerhört	unerhört	ADJD	41126	FALSE	FALSE	FALSE	TRUE	un-	erhört
ungefragt	ungefragt	ADJD	41111	FALSE	FALSE	FALSE	TRUE	un-	gefragt
unbefristeten	unbefristet	ADJA	41087	FALSE	FALSE	FALSE	TRUE	un-	befristet
unwillkürlich	unwillkürlich	ADJD	40991	FALSE	FALSE	FALSE	TRUE	un-	willkürlich
undichte	undicht	ADJA	40967	FALSE	FALSE	FALSE	TRUE	un-	dicht
unscheinbare	unscheinbar	ADJA	40595	FALSE	FALSE	FALSE	TRUE	un-	scheinbar
uneigennützig	uneigennützig	ADJD	40562	FALSE	FALSE	FALSE	TRUE	un-	eigennützig
makellose	makellos	ADJA	40546	FALSE	FALSE	TRUE	FALSE	-los	makel
unerklärlich	unerklärlich	ADJD	40527	FALSE	FALSE	FALSE	TRUE	un-	erklärlich
unentschlossen	unentschlossen	ADJD	40525	FALSE	FALSE	FALSE	TRUE	un-	entschlossen
geräuschlos	geräuschlos	ADJD	40267	FALSE	FALSE	TRUE	FALSE	-los	geräusch
undicht	undicht	ADJD	40188	FALSE	FALSE	FALSE	TRUE	un-	dicht
unvergessliches	unvergesslich	ADJA	39540	FALSE	FALSE	FALSE	TRUE	un-	vergesslich
grenzenlose	grenzenlos	ADJA	39480	FALSE	FALSE	TRUE	FALSE	-los	grenzen
unfreiwilligen	unfreiwillig	ADJA	39447	FALSE	FALSE	FALSE	TRUE	un-	freiwillig
unschädlich	unschädlich	ADJD	39421	FALSE	FALSE	FALSE	TRUE	un-	schädlich
unbeschriebenes	unbeschrieben	ADJA	39299	FALSE	FALSE	FALSE	TRUE	un-	beschrieben
unsinnige	unsinnig	ADJA	39293	FALSE	FALSE	FALSE	TRUE	un-	sinnig
untragbar	untragbar	ADJD	39056	FALSE	FALSE	FALSE	TRUE	un-	tragbar
unsanft	unsanft	ADJD	39022	FALSE	FALSE	FALSE	TRUE	un-	sanft
ungewissen	ungewiss	ADJA	38693	FALSE	FALSE	FALSE	TRUE	un-	gewiss
glücklosen	glücklos	ADJA	38604	FALSE	FALSE	TRUE	FALSE	-los	glück
bedenkenlos	bedenkenlos	ADJD	38571	FALSE	FALSE	TRUE	FALSE	-los	bedenken
unrechtmäßig	unrechtmäßig	ADJD	38462	FALSE	FALSE	FALSE	TRUE	un-	rechtmäßig
unerträgliche	unerträglich	ADJA	38320	FALSE	FALSE	FALSE	TRUE	un-	erträglich
unheimlichen	unheimlich	ADJA	38241	FALSE	FALSE	FALSE	TRUE	un-	heimlich
unbeschreiblich	unbeschreiblich	ADJD	38201	FALSE	FALSE	FALSE	TRUE	un-	beschreiblich
ungestraft	ungestraft	ADJD	37646	FALSE	FALSE	FALSE	TRUE	un-	gestraft
rauchfrei	rauchfrei	ADJD	37513	FALSE	TRUE	FALSE	FALSE	-frei	rauch
unbedingten	unbedingt	ADJA	37430	FALSE	FALSE	FALSE	TRUE	un-	bedingt
fehlerfreien	fehlerfrei	ADJA	37416	FALSE	TRUE	FALSE	FALSE	-frei	fehler
entlegenen	entlegen	ADJA	37403	TRUE	FALSE	FALSE	FALSE	ent-	legen
zeitlose	zeitlos	ADJA	37157	FALSE	FALSE	TRUE	FALSE	-los	zeit
unzureichenden	unzureichend	ADJA	37030	FALSE	FALSE	FALSE	TRUE	un-	zureichend
ungehört	ungehört	ADJD	37013	FALSE	FALSE	FALSE	TRUE	un-	gehört
hilflosen	hilflos	ADJA	36874	FALSE	FALSE	TRUE	FALSE	-los	hilf
unbeschwerte	unbeschwert	ADJA	36840	FALSE	FALSE	FALSE	TRUE	un-	beschwert
erfolglose	erfolglos	ADJA	36818	FALSE	FALSE	TRUE	FALSE	-los	erfolg
hilflose	hilflos	ADJA	36815	FALSE	FALSE	TRUE	FALSE	-los	hilf
unangebracht	unangebracht	ADJD	36642	FALSE	FALSE	FALSE	TRUE	un-	angebracht
uneinholbar	uneinholbar	ADJD	36620	FALSE	FALSE	FALSE	TRUE	un-	einholbar
sinnlosen	sinnlos	ADJA	36588	FALSE	FALSE	TRUE	FALSE	-los	sinn
unverzichtbaren	unverzichtbar	ADJA	36550	FALSE	FALSE	FALSE	TRUE	un-	verzichtbar
entlassene	entlassen	ADJA	36393	TRUE	FALSE	FALSE	FALSE	ent-	lassen
unschönen	unschön	ADJA	36325	FALSE	FALSE	FALSE	TRUE	un-	schön
unruhige	unruhig	ADJA	36306	FALSE	FALSE	FALSE	TRUE	un-	ruhig
unpassend	unpassend	ADJD	36300	FALSE	FALSE	FALSE	TRUE	un-	passend
unschuldigen	unschuldig	ADJA	36163	FALSE	FALSE	FALSE	TRUE	un-	schuldig
glücklos	glücklos	ADJD	36140	FALSE	FALSE	TRUE	FALSE	-los	glück
unangenehmer	unangenehm	ADJA	36137	FALSE	FALSE	FALSE	TRUE	un-	angenehm
folgenlos	folgenlos	ADJD	36031	FALSE	FALSE	TRUE	FALSE	-los	folgen
unversucht	unversucht	ADJD	36027	FALSE	FALSE	FALSE	TRUE	un-	versucht
unveränderten	unverändert	ADJA	35991	FALSE	FALSE	FALSE	TRUE	un-	verändert
unliebsamen	unliebsam	ADJA	35897	FALSE	FALSE	FALSE	TRUE	un-	liebsam
untypisch	untypisch	ADJD	35889	FALSE	FALSE	FALSE	TRUE	un-	typisch
sieglose	sieglos	ADJA	35841	FALSE	FALSE	TRUE	FALSE	-los	sieg
unverhohlen	unverhohlen	ADJD	35728	FALSE	FALSE	FALSE	TRUE	un-	verhohlen
unverbindliche	unverbindlich	ADJA	35434	FALSE	FALSE	FALSE	TRUE	un-	verbindlich
unkonventionell	unkonventionell	ADJD	35388	FALSE	FALSE	FALSE	TRUE	un-	konventionell
alkoholfreien	alkoholfrei	ADJA	35159	FALSE	TRUE	FALSE	FALSE	-frei	alkohol
unfreiwillige	unfreiwillig	ADJA	35111	FALSE	FALSE	FALSE	TRUE	un-	freiwillig
unwiderstehlich	unwiderstehlich	ADJD	35080	FALSE	FALSE	FALSE	TRUE	un-	widerstehlich
bedingungslose	bedingungslos	ADJA	34647	FALSE	FALSE	TRUE	FALSE	-los	bedingungs
unbegleitete	unbegleitet	ADJA	34628	FALSE	FALSE	FALSE	TRUE	un-	begleitet
unlauteren	unlauter	ADJA	34487	FALSE	FALSE	FALSE	TRUE	un-	lauter
unbeaufsichtigt	unbeaufsichtigt	ADJD	34270	FALSE	FALSE	FALSE	TRUE	un-	beaufsichtigt
unbegreiflich	unbegreiflich	ADJD	34241	FALSE	FALSE	FALSE	TRUE	un-	begreiflich
lustlos	lustlos	ADJD	34139	FALSE	FALSE	TRUE	FALSE	-los	lust
unvermeidlichen	unvermeidlich	ADJA	34122	FALSE	FALSE	FALSE	TRUE	un-	vermeidlich
ungelegen	ungelegen	ADJD	34122	FALSE	FALSE	FALSE	TRUE	un-	gelegen
makellosen	makellos	ADJA	34020	FALSE	FALSE	TRUE	FALSE	-los	makel
unregelmäßigen	unregelmäßig	ADJA	34010	FALSE	FALSE	FALSE	TRUE	un-	regelmäßig
ungerechtfertigt	ungerechtfertigt	ADJD	34003	FALSE	FALSE	FALSE	TRUE	un-	gerechtfertigt
enttäuschter	enttäuscht	ADJA	33913	TRUE	FALSE	FALSE	FALSE	ent-	täuscht
widerstandslos	widerstandslos	ADJD	33842	FALSE	FALSE	TRUE	FALSE	-los	widerstands
parteilosen	parteilos	ADJA	33759	FALSE	FALSE	TRUE	FALSE	-los	partei
uneinig	uneinig	ADJD	33689	FALSE	FALSE	FALSE	TRUE	un-	einig
unveröffentlichten	unveröffentlicht	ADJA	33685	FALSE	FALSE	FALSE	TRUE	un-	veröffentlicht
heillos	heillos	ADJD	33597	FALSE	FALSE	TRUE	FALSE	-los	heil
bedeutungslos	bedeutungslos	ADJD	33514	FALSE	FALSE	TRUE	FALSE	-los	bedeutungs
unerfahrene	unerfahren	ADJA	33500	FALSE	FALSE	FALSE	TRUE	un-	erfahren
orientierungslos	orientierungslos	ADJD	33314	FALSE	FALSE	TRUE	FALSE	-los	orientierungs
unbürokratische	unbürokratisch	ADJA	33198	FALSE	FALSE	FALSE	TRUE	un-	bürokratisch
unbegrenzte	unbegrenzt	ADJA	33186	FALSE	FALSE	FALSE	TRUE	un-	begrenzt
unerwarteter	unerwartet	ADJA	32922	FALSE	FALSE	FALSE	TRUE	un-	erwartet
unerheblichen	unerheblich	ADJA	32878	FALSE	FALSE	FALSE	TRUE	un-	erheblich
ungenutzte	ungenutzt	ADJA	32826	FALSE	FALSE	FALSE	TRUE	un-	genutzt
undankbaren	undankbar	ADJA	32813	FALSE	FALSE	FALSE	TRUE	un-	dankbar
unglücklicher	unglücklich	ADJA	32703	FALSE	FALSE	FALSE	TRUE	un-	glücklich
konkurrenzlos	konkurrenzlos	ADJD	32676	FALSE	FALSE	TRUE	FALSE	-los	konkurrenz
ungeliebtes	ungeliebt	ADJA	32642	FALSE	FALSE	FALSE	TRUE	un-	geliebt
vorbehaltlos	vorbehaltlos	ADJD	32463	FALSE	FALSE	TRUE	FALSE	-los	vorbehalt
unwiderruflich	unwiderruflich	ADJD	32394	FALSE	FALSE	FALSE	TRUE	un-	widerruflich
unverschuldet	unverschuldet	ADJD	32374	FALSE	FALSE	FALSE	TRUE	un-	verschuldet
entführte	entführt	ADJA	32300	TRUE	FALSE	FALSE	FALSE	ent-	führt
entspanntes	entspannt	ADJA	32199	TRUE	FALSE	FALSE	FALSE	ent-	spannt
unberücksichtigt	unberücksichtigt	ADJD	32158	FALSE	FALSE	FALSE	TRUE	un-	berücksichtigt
unbedeutend	unbedeutend	ADJD	32142	FALSE	FALSE	FALSE	TRUE	un-	bedeutend
kinderlos	kinderlos	ADJD	32117	FALSE	FALSE	TRUE	FALSE	-los	kinder
unbestätigten	unbestätigt	ADJA	32094	FALSE	FALSE	FALSE	TRUE	un-	bestätigt
unerfahrenen	unerfahren	ADJA	32078	FALSE	FALSE	FALSE	TRUE	un-	erfahren
unveröffentlichte	unveröffentlicht	ADJA	31972	FALSE	FALSE	FALSE	TRUE	un-	veröffentlicht
unberührte	unberührt	ADJA	31885	FALSE	FALSE	FALSE	TRUE	un-	berührt
entschiedenen	entschieden	ADJA	31843	TRUE	FALSE	FALSE	FALSE	ent-	schieden
unbefriedigende	unbefriedigend	ADJA	31825	FALSE	FALSE	FALSE	TRUE	un-	befriedigend
unregelmäßig	unregelmäßig	ADJD	31720	FALSE	FALSE	FALSE	TRUE	un-	regelmäßig
ungezählte	ungezählt	ADJA	31687	FALSE	FALSE	FALSE	TRUE	un-	gezählt
atemlos	atemlos	ADJD	31648	FALSE	FALSE	TRUE	FALSE	-los	atem
ungezwungen	ungezwungen	ADJD	31265	FALSE	FALSE	FALSE	TRUE	un-	gezwungen
barrierefreies	barrierefrei	ADJA	31240	FALSE	TRUE	FALSE	FALSE	-frei	barriere
geschmacklos	geschmacklos	ADJD	31142	FALSE	FALSE	TRUE	FALSE	-los	geschmack
ungelöste	ungelöst	ADJA	31060	FALSE	FALSE	FALSE	TRUE	un-	gelöst
unberechenbaren	unberechenbar	ADJA	30981	FALSE	FALSE	FALSE	TRUE	un-	berechenbar
unwirtschaftlich	unwirtschaftlich	ADJD	30940	FALSE	FALSE	FALSE	TRUE	un-	wirtschaftlich
ungebetenen	ungebeten	ADJA	30894	FALSE	FALSE	FALSE	TRUE	un-	gebeten
unerträglichen	unerträglich	ADJA	30862	FALSE	FALSE	FALSE	TRUE	un-	erträglich
aussichtslosen	aussichtslos	ADJA	30771	FALSE	FALSE	TRUE	FALSE	-los	aussichts
entschlossene	entschlossen	ADJA	30769	TRUE	FALSE	FALSE	FALSE	ent-	schlossen
autofreie	autofrei	ADJA	30762	FALSE	TRUE	FALSE	FALSE	-frei	auto
unsäglichen	unsäglich	ADJA	30678	FALSE	FALSE	FALSE	TRUE	un-	säglich
unsinnigen	unsinnig	ADJA	30566	FALSE	FALSE	FALSE	TRUE	un-	sinnig
verlustpunktfreien	verlustpunktfrei	ADJA	30555	FALSE	TRUE	FALSE	FALSE	-frei	verlustpunkt
unseriöse	unseriös	ADJA	30513	FALSE	FALSE	FALSE	TRUE	un-	seriös
tadellose	tadellos	ADJA	30509	FALSE	FALSE	TRUE	FALSE	-los	tadel
unhaltbaren	unhaltbar	ADJA	30446	FALSE	FALSE	FALSE	TRUE	un-	haltbar
unerfahren	unerfahren	ADJD	30440	FALSE	FALSE	FALSE	TRUE	un-	erfahren
uneinheitlich	uneinheitlich	ADJD	30175	FALSE	FALSE	FALSE	TRUE	un-	einheitlich
unbezahlte	unbezahlt	ADJA	30149	FALSE	FALSE	FALSE	TRUE	un-	bezahlt
unmenschlich	unmenschlich	ADJD	29989	FALSE	FALSE	FALSE	TRUE	un-	menschlich
grenzenlosen	grenzenlos	ADJA	29969	FALSE	FALSE	TRUE	FALSE	-los	grenzen
ungewollte	ungewollt	ADJA	29964	FALSE	FALSE	FALSE	TRUE	un-	gewollt
trostlosen	trostlos	ADJA	29827	FALSE	FALSE	TRUE	FALSE	-los	trost
unbekanntem	unbekannt	ADJA	29826	FALSE	FALSE	FALSE	TRUE	un-	bekannt
entsetzlich	entsetzlich	ADJD	29714	TRUE	FALSE	FALSE	FALSE	ent-	setzlich
entspannend	entspannend	ADJD	29690	TRUE	FALSE	FALSE	FALSE	ent-	spannend
unpopuläre	unpopulär	ADJA	29482	FALSE	FALSE	FALSE	TRUE	un-	populär
entschlossenen	entschlossen	ADJA	29463	TRUE	FALSE	FALSE	FALSE	ent-	schlossen
unkontrollierte	unkontrolliert	ADJA	29425	FALSE	FALSE	FALSE	TRUE	un-	kontrolliert
unfassbare	unfassbar	ADJA	29415	FALSE	FALSE	FALSE	TRUE	un-	fassbar
unfairen	unfair	ADJA	29306	FALSE	FALSE	FALSE	TRUE	un-	fair
unvergleichlichen	unvergleichlich	ADJA	29285	FALSE	FALSE	FALSE	TRUE	un-	vergleichlich
unschön	unschön	ADJD	29283	FALSE	FALSE	FALSE	TRUE	un-	schön
unverrichteter	unverrichtet	ADJA	29184	FALSE	FALSE	FALSE	TRUE	un-	verrichtet
emotionslos	emotionslos	ADJD	29178	FALSE	FALSE	TRUE	FALSE	-los	emotions
unzweifelhaft	unzweifelhaft	ADJD	29167	FALSE	FALSE	FALSE	TRUE	un-	zweifelhaft
unvergleichlich	unvergleichlich	ADJD	28964	FALSE	FALSE	FALSE	TRUE	un-	vergleichlich
unbelastet	unbelastet	ADJD	28910	FALSE	FALSE	FALSE	TRUE	un-	belastet
schutzlos	schutzlos	ADJD	28879	FALSE	FALSE	TRUE	FALSE	-los	schutz
rücksichtslose	rücksichtslos	ADJA	28847	FALSE	FALSE	TRUE	FALSE	-los	rücksichts
unbefriedigenden	unbefriedigend	ADJA	28809	FALSE	FALSE	FALSE	TRUE	un-	befriedigend
unnötiger	unnötig	ADJA	28793	FALSE	FALSE	FALSE	TRUE	un-	nötig
unverbindlichen	unverbindlich	ADJA	28789	FALSE	FALSE	FALSE	TRUE	un-	verbindlich
gnadenlosen	gnadenlos	ADJA	28774	FALSE	FALSE	TRUE	FALSE	-los	gnaden
erbarmungslos	erbarmungslos	ADJD	28748	FALSE	FALSE	TRUE	FALSE	-los	erbarmungs
unlösbare	unlösbar	ADJA	28745	FALSE	FALSE	FALSE	TRUE	un-	lösbar
untauglich	untauglich	ADJD	28732	FALSE	FALSE	FALSE	TRUE	un-	tauglich
unfaire	unfair	ADJA	28702	FALSE	FALSE	FALSE	TRUE	un-	fair
trostlos	trostlos	ADJD	28674	FALSE	FALSE	TRUE	FALSE	-los	trost
ungenügende	ungenügend	ADJA	28640	FALSE	FALSE	FALSE	TRUE	un-	genügend
unkontrollierten	unkontrolliert	ADJA	28627	FALSE	FALSE	FALSE	TRUE	un-	kontrolliert
ungelösten	ungelöst	ADJA	28598	FALSE	FALSE	FALSE	TRUE	un-	gelöst
unbefangen	unbefangen	ADJD	28563	FALSE	FALSE	FALSE	TRUE	un-	befangen
unbeschädigt	unbeschädigt	ADJD	28445	FALSE	FALSE	FALSE	TRUE	un-	beschädigt
unerfüllt	unerfüllt	ADJD	28408	FALSE	FALSE	FALSE	TRUE	un-	erfüllt
unverzichtbarer	unverzichtbar	ADJA	28312	FALSE	FALSE	FALSE	TRUE	un-	verzichtbar
undurchsichtigen	undurchsichtig	ADJA	28303	FALSE	FALSE	FALSE	TRUE	un-	durchsichtig
harmloser	harmlos	ADJA	28257	FALSE	FALSE	TRUE	FALSE	-los	harm
unerhebliche	unerheblich	ADJA	28226	FALSE	FALSE	FALSE	TRUE	un-	erheblich
unmögliche	unmöglich	ADJA	28224	FALSE	FALSE	FALSE	TRUE	un-	möglich
unsozial	unsozial	ADJD	28194	FALSE	FALSE	FALSE	TRUE	un-	sozial
ungerechte	ungerecht	ADJA	28169	FALSE	FALSE	FALSE	TRUE	un-	gerecht
unmöglichen	unmöglich	ADJA	28023	FALSE	FALSE	FALSE	TRUE	un-	möglich
obdachlose	obdachlos	ADJA	28012	FALSE	FALSE	TRUE	FALSE	-los	obdach
klaglos	klaglos	ADJD	28000	FALSE	FALSE	TRUE	FALSE	-los	klag
unbeachtetes	unbeachtet	ADJA	27986	FALSE	FALSE	FALSE	TRUE	un-	beachtet
unumstrittene	unumstritten	ADJA	27771	FALSE	FALSE	FALSE	TRUE	un-	umstritten
beispiellos	beispiellos	ADJD	27688	FALSE	FALSE	TRUE	FALSE	-los	beispiel
